bookId,title,series,author,genres,characters,pages,publisher,firstPublishDate,awards
386187.Midnight_in_the_Garden_of_Good_and_Evil,Midnight in the Garden of Good and Evil,nan,John Berendt,"['Nonfiction', 'True Crime', 'Mystery', 'Crime', 'History', 'Southern', 'Classics', 'Travel', 'Memoir', 'Audiobook']","['Jim Williams', 'Danny Hansford']",386,Vintage,01/13/94,"['Pulitzer Prize Nominee for General Nonfiction (1995)', 'Exclusive Books Boeke Prize (1995)', 'Ferro-Grumley Award for Gay Fiction (Non-Fiction) (1994)', ""Lambda Literary Award for Gay Men's Mystery (1995)""]"
12220.A_Streetcar_Named_Desire,A Streetcar Named Desire,nan,Tennessee Williams,"['Plays', 'Classics', 'Drama', 'Fiction', 'School', 'Theatre', 'American', 'Literature', 'Read For School', 'High School']","['Blanche DuBois', 'Stanley Kowalski', 'Stella Kowalski', 'Harold Mitchel', 'Eunice Hubbel', 'Steve Hubbel', 'Pablo Gonzales', 'Negro Woman', 'Baby', 'Matron', 'Doctor', 'Mexican Woman', 'Young Collector']",107,Dramatists Play Service,10/28/47,"['Pulitzer Prize for Drama (1948)', ""New York Drama Critics' Circle Award for Best American Play (1948)""]"
6759.Infinite_Jest,Infinite Jest,nan,David Foster Wallace,"['Fiction', 'Classics', 'Literature', 'Novels', 'Contemporary', 'Humor', 'Unfinished', 'Literary Fiction', 'American', 'Philosophy']","['Hal Incadenza', 'Joelle Van Dyne', 'Michael Pemulis', 'Mario Incandenza', 'Ken Erdedy', 'Avril Incandenza', 'Orin Incandenza', 'Randy Lenz', 'Ortho Stice', 'Tiny Ewell', 'Poor Tony Krause', 'Clenette Henderson', 'Remy Marathe', 'Hugh Steeply', 'Pat Montesian', 'Ann Kittenplan', 'Trevor Axford', 'LaMont Chu', 'Geoffrey Day', 'Gerhardt Schtitt', 'Ted Schacht', 'Dr. James Orin Incandenza', 'Katherine Ann Gompert', 'Dr. Charles Tavis', 'Mildred L. Bonk', 'Harriet Bonk-Green', 'Jim Troelsch', 'Donald W. Gately', 'Bruce Green', 'Emil Minty', 'Lyle']",1088,Back Bay Books,02/01/96,['LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']
28862.The_Prince,The Prince,nan,Niccolò Machiavelli,"['Classics', 'Philosophy', 'Nonfiction', 'Politics', 'History', 'Political Science', 'Literature', 'Italian Literature', 'Italy', 'School']","['Theseus (mythology)', 'Alexander the Great', 'Cesare Borgia', 'Francesco Sforza', 'Niccolò Machiavelli', 'Pope Alexander VI', 'Louis XII of France']",140,Dante University of America Press,10/28/32,['National Book Award Finalist for Translation (1978)']
1420.Hamlet,Hamlet,nan,William Shakespeare,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Literature', 'Theatre', 'Read For School', 'High School', 'Poetry']","['Hamlet', 'Horatio', 'Polonius', 'Laertes', 'Gertrude', 'Marcellus', 'Rosencrantz and Guildentstern', 'Fortinbras', 'Bernardo', 'Francisco', 'Reynaldo', 'Osric', 'Voltimand', 'Cornelius', 'Claudius', 'Ophelia']",289,Cambridge University Press,10/28/03,['Grammy Award Nominee for Best Spoken Word Album (2012)']
40873273-snow-flower-and-the-secret-fan,Snow Flower and the Secret Fan,nan,Lisa See,"['Historical Fiction', 'Fiction', 'China', 'Historical', 'Asia', 'Book Club', 'Adult', 'Adult Fiction', 'Asian Literature', 'Novels']","['Snowflower', 'Lily']",288,Random House,10/28/05,"['California Book Award for Fiction (Silver) (2005)', 'Lincoln Award Nominee (2008)', 'Asian/Pacific American Award for Literature for Adult Fiction Honor (2005)']"
28921.The_Remains_of_the_Day,The Remains of the Day,nan,Kazuo Ishiguro,"['Fiction', 'Historical Fiction', 'Classics', 'Literature', 'Literary Fiction', 'Historical', 'Novels', 'British Literature', 'Contemporary', 'Audiobook']","['James Stevens', 'Miss Kenton', 'Lord Darlington', 'Mr. Farraday', 'Reginald Cardinal', 'M. Dupont', 'William Stevens', 'Senator Lewis']",258,Faber & Faber,10/28/89,['Booker Prize (1989)']
13497.A_Feast_for_Crows,A Feast for Crows,A Song of Ice and Fire,George R.R. Martin,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adult', 'Adventure', 'Dragons', 'Audiobook', 'Epic']","['Arya Stark', 'Jaime Lannister', 'Petyr Baelish', 'Sansa Stark', 'Varys', 'Brienne of Tarth', 'Samwell Tarly', 'Arianne Martell', 'Victarion Greyjoy', 'Asha Greyjoy', 'Pyp', 'Tommen Baratheon', 'Thoros of Myr', 'Jon Snow', 'Cersei Lannister']",1061,Bantam Books,10/17/05,"['Hugo Award Nominee for Best Novel (2006)', 'Locus Award Nominee for Best Fantasy Novel (2006)']"
13152.The_Angel_Experiment,The Angel Experiment,Maximum Ride,James Patterson,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Paranormal', 'Teen', 'Action', 'Mystery', 'Urban Fantasy']","['Maximum Ride', 'Jeb Batchelder', 'Iggy', 'Nudge', 'Gasman', 'Angel (Maximum Ride)', 'Erasers', 'Fang', 'Ari']",445,Grand Central Publishing,04/01/05,"['Lincoln Award Nominee (2008)', 'Missouri Gateway Readers Award Nominee (2008)']"
7354.The_Shipping_News,The Shipping News,nan,Annie Proulx,"['Fiction', 'Contemporary', 'Literature', 'Canada', 'Literary Fiction', 'Novels', 'Classics', 'American', 'Adult Fiction', 'Adult']",[],337,Scribner Book Company,10/28/93,"['Pulitzer Prize for Fiction (1994)', 'National Book Award for Fiction (1993)', 'Irish Times International Fiction Prize (1993)', 'Chicago Tribune Heartland Prize for Fiction (1993)', 'National Book Critics Circle Award Nominee for Fiction (1993)']"
14201.Jonathan_Strange_Mr_Norrell,Jonathan Strange & Mr Norrell,nan,Susanna Clarke,"['Fantasy', 'Fiction', 'Historical Fiction', 'Historical', 'Magic', 'Science Fiction Fantasy', 'Alternate History', 'Audiobook', 'Adult', 'Magical Realism']","['Jonathan Strange', 'Gilbert Norrell', 'George Gordon Byron, 6th Baron Byron', 'John Uskglass (The Raven King)', 'John Childermass', 'Vinculus', 'Robert Jenkinson, 2nd Earl of Liverpool', 'Arthur Wellesley, 1st Duke of Wellington', 'Stephen Black', 'John Segundus', 'Mr. Honeyfoot', 'Mrs. Honeyfoot', 'Christopher Drawlight', 'Henry Lascelles', 'Jeremy Johns', 'Arabella Woodhope Strange', 'Laurence Strange', 'Sir Walter Pole', 'Lady Emma Wintertowne Pole', 'Henry Woodhope', 'John Hyde', 'Dr. Lancelot Greysteel', 'Louisa Greysteel', 'Flora Greysteel', 'Mrs Delgado', 'Napoleon Bonaparte']",1006,Tor Books,09/08/04,"['Hugo Award for Best Novel (2005)', 'Booker Prize Nominee for Longlist (2004)', 'Nebula Award Nominee for Best Novel (2005)', 'Locus Award for Best First Novel and Nominee for Best Fantasy Novel (2005)', 'Guardian First Book Award Nominee (2004)', 'World Fantasy Award for Best Novel (2005)', 'Mythopoeic Fantasy Award for Adult Literature (2005)', 'Book Sense Book of the Year Award for Adult Fiction (2005)', 'British Fantasy Award Nominee for Best Novel (2005)', 'Cena Akademie SFFH for Kniha roku (Book of the Year) (2007)']"
187181.The_Chosen,The Chosen,Reuven Malther,Chaim Potok,"['Fiction', 'Classics', 'Historical Fiction', 'Young Adult', 'Jewish', 'Religion', 'School', 'Literature', 'Judaism', 'Novels']","['Reuven Malter', 'Danny Saunders']",304,Fawcett Books,10/28/66,"['Edward Lewis Wallant Award (1967)', 'National Book Award Finalist for Fiction (1968)']"
18143977-all-the-light-we-cannot-see,All the Light We Cannot See,nan,Anthony Doerr,"['Historical Fiction', 'Fiction', 'Historical', 'War', 'World War II', 'Adult', 'Audiobook', 'France', 'Book Club', 'Adult Fiction']","['Werner Pfennig', 'Marie-Laure LeBlanc', 'Frank Volkheimer', 'Etienne LeBlanc', 'Frederick (All the Light We Cannot See)', 'Jutta Pfennig', 'Madame Manec', 'Reinhold von Rumpel', 'Frau Elena', 'Daniel LeBlanc', 'Dr. Hauptmann', 'Walter Bernd', 'Bastian']",531,Scribner,05/28/14,"['Pulitzer Prize for Fiction (2015)', 'Audie Award for Fiction (2015)', 'ALA Alex Award (2015)', 'Dayton Literary Peace Prize Nominee for Fiction (2015)', 'Ohioana Book Award for Fiction (2015)', 'Australian Book Industry Award (ABIA) for International Book (2015)', 'Andrew Carnegie Medal for Fiction (2015)', 'Idaho Book of the Year Award (2014)', 'National Book Award Finalist for Fiction (2014)', 'Goodreads Choice Award for Historical Fiction (2014) and Nominee for Best of the Best  (2018)', 'International Dublin Literary Award Nominee (2016)']"
249747.Artemis_Fowl,Artemis Fowl,Artemis Fowl,Eoin Colfer,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Adventure', 'Science Fiction', 'Magic', 'Urban Fantasy', 'Audiobook']","['Artemis Fowl II', 'Domovoi Butler', 'Captain Holly Short', 'Commander Julius Root', 'Foaly', 'Mulch Diggums', 'Juliet Butler', 'Angeline Fowl', 'Captain Trouble Kelp', 'Briar Cudgeon', 'Nguyen Xuan', 'Corporal Grub Kelp', 'Professor Cumulus', 'Dr Jerbal Argon', 'Chix Verbil']",396,Disney-Hyperion,04/26/01,"['Garden State Book Award for Fiction (Grades 6-8) (2004)', ""Massachusetts Children's Book Award (2003)"", 'Blue Hen Book Award for Chapter Book (2003)', 'Rhode Island Teen Book Award Nominee (2002)', ""Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2004)""]"
19302.Pippi_Longstocking,Pippi Longstocking,Pippi Långstrump,Astrid Lindgren,"['Classics', 'Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Fantasy', 'Humor', 'Adventure', 'Juvenile', 'Swedish Literature']","['Tommy Settergren', 'Pippi Långstrump', 'Annika Gannec', 'Mrs. Settergren', 'Mr. Nilsson the monkey']",160,Puffin Books,10/28/45,['Lewis Carroll Shelf Award (1973)']
101299.The_Reader,The Reader,nan,Bernhard Schlink,"['Fiction', 'Historical Fiction', 'German Literature', 'Classics', 'Holocaust', 'Romance', 'Historical', 'Germany', 'War', 'World War II']","['Michael Berg', 'Hanna Schmitz']",216,Pantheon,10/28/95,"['Los Angeles Times Book Prize Nominee for Fiction (1997)', 'Exclusive Books Boeke Prize (1999)', 'Prix des libraires du Québec for Lauréats hors Québec (1997)', 'Prix Laure Bataillon (1997)', 'Premio Grinzane Cavour Nominee for Narrativa Straniera (1997)', 'Ελληνο-γερμανικό Βραβείο Μετάφρασης for Ιάκωβος Κοπερτί (2000)', 'International Dublin Literary Award Nominee for Shortlist (1999)']"
33600.Shantaram,Shantaram,Shantaram,Gregory David Roberts,"['Fiction', 'India', 'Travel', 'Adventure', 'Contemporary', 'Novels', 'Asia', 'Historical Fiction', 'Unfinished', 'Crime']","['Lin Ford', 'Karla Saraanen', 'Lisa', 'Prabaker', 'Abdel Khader Khan', 'Abdullah Taheri', 'Nazeer', 'Didier']",936,Scribe,10/28/03,"[""Commonwealth Writers' Prize Nominee for Best First Book (the Pacific Region) (2004)""]"
397483.The_Devil_in_the_White_City,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",nan,Erik Larson,"['Nonfiction', 'History', 'True Crime', 'Crime', 'Historical', 'Mystery', 'Audiobook', 'American History', 'Biography', 'Book Club']","['Daniel Burnham', 'H.H. Holmes']",447,Crown Publishers,10/28/03,"['International Horror Guild Award for Nonfiction (2003)', 'Book Sense Book of the Year Award Nominee (2004)', 'Great Lakes Book Award Nominee for Nonfiction Shortlist (2003)', 'Edgar Award for Best Fact Crime (2004)', 'Washington State Book Award (2004)', 'Pacific Northwest Booksellers Association Award (2004)', 'National Book Award Finalist for Nonfiction (2003)', 'CWA Gold Dagger Award (2003)']"
53835.The_Age_of_Innocence,The Age of Innocence,nan,Edith Wharton,"['Classics', 'Fiction', 'Historical Fiction', 'Romance', 'Literature', 'American', 'Historical', 'Novels', 'New York', 'Classic Literature']","['Newland Archer', 'May Welland', 'Ellen Olenska', 'Mrs. Manson Mingott', 'Mrs. Augusta Welland']",293,Barnes Noble Classics,06/20/20,['Pulitzer Prize for Novel (1921)']
6088007-neuromancer,Neuromancer,Sprawl,William Gibson,"['Science Fiction', 'Fiction', 'Cyberpunk', 'Classics', 'Science Fiction Fantasy', 'Dystopia', 'Fantasy', 'Novels', 'Speculative Fiction', 'Audiobook']","['Armitage', 'Lady 3Jane Marie-France Tessier-Ashpool', 'Henry Dorsett Case', 'Wintermute', 'The Dixie Flatline', 'Molly Millions']",292,Ace,07/28/84,"['Hugo Award for Best Novel (1985)', 'Nebula Award for Best Novel (1984)', 'Locus Award Nominee for Best First Novel and Best SF Novel (1985)', 'British Science Fiction Association Award Nominee for Best Novel (1984)', 'Philip K. Dick Award (1985)', 'John W. Campbell Memorial Award Nominee (1985)', 'Ditmar Award for Best International Long Fiction (1985)', 'SF Chronicle Award for Novel (1985)', 'Tähtivaeltaja Award (1992)', 'Prix Aurora Award Nominee (1985)', 'Seiun Award 星雲賞 for Best Translated Long Story (1987)']"
18114322-the-grapes-of-wrath,The Grapes of Wrath,nan,John Steinbeck,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Novels', 'School', 'American', 'Historical', 'Classic Literature', 'High School']","['Tom Joad', 'Rose of Sharon Joad Rivers', 'Ma Joad', 'Pa Joad', 'Uncle John Joad', 'Jim Casy', 'Al Joad', 'Ruthie Joad', 'Winfield Joad', 'Noah Joad', 'Grampa Joad', 'Granma Joad', 'Connie Rivers']",479,Viking,04/14/39,"['Pulitzer Prize for Novel (1940)', 'National Book Award for Fiction (1939)', 'California Book Award for General Literature (Silver) (1939)', 'Audie Award for Classic (1999)']"
137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,Divine Secrets of the Ya-Ya Sisterhood,Ya Yas,Rebecca Wells,"['Fiction', 'Chick Lit', 'Contemporary', 'Adult Fiction', 'Southern', 'Adult', 'Novels', 'Historical Fiction', 'Humor', 'Womens']",[],383,Harper Perennial,10/28/97,"['Orange Prize Nominee for Fiction Shortlist (2000)', 'American Booksellers Book Of The Year  Award for Adult Trade (1999)']"
256566.Everything_Is_Illuminated,Everything Is Illuminated,nan,Jonathan Safran Foer,"['Fiction', 'Historical Fiction', 'Contemporary', 'Novels', 'Literature', 'Holocaust', 'Literary Fiction', 'Jewish', 'Magical Realism', 'Historical']","['Alexander Perchov', 'Jonathan Safran Foer']",276,Harper Perennial,04/16/02,"['New York Public Library Young Lions Fiction Award (2003)', 'Guardian First Book Award (2002)', 'PEN/Robert W. Bingham Prize (2004)', 'William Saroyan International Prize for Writing for Fiction (2003)', 'Corine Internationaler Buchpreis for Rolf Heyne Buchpreis (2003)']"
17167166-crown-of-midnight,Crown of Midnight,Throne of Glass,Sarah J. Maas,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Young Adult Fantasy', 'New Adult', 'High Fantasy', 'Fae', 'Paranormal']","['Celaena Sardothien', 'Chaol Westfall', 'Prince Dorian Havilliard', 'Princess Nehemia Ytger', 'Archer Finn', 'Kaltain Rompier']",420,Bloomsbury USA Childrens,08/15/13,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2013)']
59716.To_the_Lighthouse,To the Lighthouse,nan,Virginia Woolf,"['Classics', 'Fiction', 'Literature', 'Novels', 'British Literature', '20th Century', 'Feminism', 'Literary Fiction', 'School', 'Modern Classics']","['James Ramsay', 'Mrs. Ramsay', 'Mr. Ramsay', 'Lily Briscoe', 'Paul Rayley', 'Minta Doyle', 'Charles Tansley', 'William Bankes', 'Augustus Carmichael', 'Andrew Ramsay', 'Jasper Ramsay', 'Roger Ramsay', 'Prue Ramsay', 'Rose Ramsay', 'Nancy Ramsay', 'Cam Ramsay', 'Mrs. McNab']",209,Harvest Books,10/28/27,['Prix Femina Vie Heureuse Anglais (1928)']
13214.I_Know_Why_the_Caged_Bird_Sings,I Know Why the Caged Bird Sings,Maya Angelou's Autobiography,Maya Angelou,"['Nonfiction', 'Classics', 'Memoir', 'Biography', 'Autobiography', 'Poetry', 'Feminism', 'African American', 'Biography Memoir', 'Race']","[""Marguerite Johnson 'Maya'"", 'Bailey Johnson Jr.', ""Annie Henderson 'Momma'"", 'Uncle Willie', 'Bailey Johnson', 'Vivian Baxter']",289,Bantam Books,10/28/69,['Coretta Scott King Book Award for Author Honor (1971)']
77142.Snow_Falling_on_Cedars,Snow Falling on Cedars,nan,David Guterson,"['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Literature', 'Novels', 'Romance', 'Classics', 'Literary Fiction', 'Adult Fiction']","['Kabuo Miyamoto', 'Ishmael Chambers', 'Hatsue Miyamoto', 'Carl Heine']",460,Vintage,09/12/94,"['Anthony Award Nominee for Best First Novel (1995)', 'PEN/Faulkner Award for Fiction (1995)', 'American Booksellers Book Of The Year  Award for Adult Trade (1996)', 'Martin Beck Award (1996)', 'Barnes and Noble Discover Great New Writers Award (1994)']"
18765.I_Claudius,"I, Claudius",Claudius,Robert Graves,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Literature', 'Italy', 'Novels', 'British Literature', 'Audiobook', '20th Century']","['Nero (emperor)', 'Caligula', 'Livia Drusa', 'Tiberius Claudius Drusus Nero Germanicus', 'Agrippina the Elder', 'Tiberius Claudius Caesar', 'Augustus', 'Valeria Messalina']",468,Vintage,10/28/34,"['James Tait Black Memorial Prize for Fiction (1934)', 'Hawthornden Prize (1935)', 'Audie Award for Audio Drama (2012)']"
4137.Me_Talk_Pretty_One_Day,Me Talk Pretty One Day,nan,David Sedaris,"['Nonfiction', 'Humor', 'Memoir', 'Essays', 'Short Stories', 'Comedy', 'Biography', 'Audiobook', 'Biography Memoir', 'Autobiography']",['David Sedaris'],272,"Little, Brown and Company",05/02/00,"['Lambda Literary Award for Humor (2001)', 'Puddly Award for Humor (2001)', 'Thurber Prize for American Humor (2001)']"
84369.The_Last_Battle,The Last Battle,The Chronicles of Narnia (Publication Order),C.S. Lewis,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Christian', 'Adventure', 'Middle Grade', 'Christian Fiction', 'Science Fiction Fantasy']","['Aslan', 'Lucy Pevensie', 'Edmund Pevensie', 'Eustace Scrubb', 'Jill Pole', 'Jewel', 'The Anti-Christ', 'Puzzle', 'King Tirian', 'Digory Kirke', 'Peter Pevensie', 'Reepicheep', 'Shift']",288,HarperCollins Publishers,09/04/56,"['Audie Award for Inspirational/Faith-Based Fiction (2005)', 'Carnegie Medal (1956)']"
179780.The_Exorcist,The Exorcist,The Exorcist,William Peter Blatty,"['Horror', 'Fiction', 'Classics', 'Paranormal', 'Thriller', 'Supernatural', 'Fantasy', 'Religion', 'Audiobook', 'Adult']","['Lankester Merrin', 'Pazuzu', 'Damien Karras', 'Regan MacNeil', 'Chris MacNeil']",385,HarperTorch,06/28/71,['Audie Award for Narration by the Author or Authors (2000)']
17061.Coraline,Coraline,nan,Neil Gaiman,"['Fantasy', 'Horror', 'Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Audiobook', 'Paranormal', 'Adventure', 'Supernatural']","['Coraline Jones', 'Mrs. Jones', 'Mr. Jones', 'The Cat', 'The Other Mother', 'The Other Father', 'Miss Spink and Miss Forcible', 'Mr. Bobo']",162,William Morrow Paperbacks,01/24/02,"['Bram Stoker Award for Best Work for Young Readers (2002)', 'Hugo Award for Best Novella (2003)', 'Nebula Award for Best Novella (2003)', 'Locus Award for Best Young Adult Novel (2003)', 'World Fantasy Award Nominee for Best Novella (2003)', ""Mythopoeic Fantasy Award Nominee for Children's Literature (2003)"", ""Dorothy Canfield Fisher Children's Book Award Nominee (2004)"", 'Child Magazine Best Book of the Year', 'Will Eisner Comic Industry Awards for Best Publication for Teens/Tweens (2009)', 'Elizabeth Burr / Worzalla Award (2003)', 'Premi Protagonista Jove Nominee for Categoria 13-14 anys (2004)']"
